Index,Start,End,Duration,Epochs,Loss,Accuracy,Val_Loss,Val_Accuracy,Activation,Batch_Size,Dropout,First_Neuron,Hidden_Layers,Last_Activation,Losses,lr,Optimizer,shapes
870,05/29/21-095740,05/29/21-095906,85.31541085,150,0.321969956,0.865554988,0.467752129,0.814062476,relu,4,0.1,4,0,sigmoid,binary_crossentropy,3.65,RMSprop,funnel
871,05/29/21-095906,05/29/21-095928,21.98584437,150,0.170387641,0.936425209,0.392432034,0.854687512,relu,21,0.3,64,0,sigmoid,binary_crossentropy,0.95,Adam,funnel
872,05/29/21-095928,05/29/21-095954,25.6337707,150,0.222908914,0.918186545,0.448212564,0.839062512,relu,16,0,4,2,sigmoid,binary_crossentropy,4.1,RMSprop,funnel
873,05/29/21-095954,05/29/21-100019,24.60744238,150,0.165354624,0.936425209,0.52354759,0.830468774,elu,18,0,8,2,sigmoid,binary_crossentropy,2.3,RMSprop,brick
874,05/29/21-100019,05/29/21-100144,85.17917204,150,0.083539039,0.74778533,0.061039198,0.846875012,relu,4,0.3,4,1,sigmoid,logcosh,0.5,Adam,funnel
875,05/29/21-100144,05/29/21-100205,20.81738114,150,0.032992758,0.906201124,0.04952744,0.859375,elu,21,0.4,64,0,sigmoid,logcosh,0.95,Nadam,funnel
876,05/29/21-100205,05/29/21-100221,15.50389338,150,0.344876498,0.858780623,0.373873234,0.84375,relu,27,0.2,4,0,sigmoid,binary_crossentropy,0.5,Adam,funnel
877,05/29/21-100221,05/29/21-100300,39.02292895,150,0.009851867,0.976029158,0.060715329,0.853124976,elu,10,0,64,2,sigmoid,logcosh,3.65,RMSprop,funnel
878,05/29/21-100300,05/29/21-100325,24.47019339,150,0.031684119,0.90568006,0.053931154,0.842187524,elu,16,0.4,32,1,sigmoid,logcosh,3.65,RMSprop,brick
879,05/29/21-100325,05/29/21-100626,180.8559105,150,0.055329643,0.862428367,0.066729806,0.836718738,relu,2,0.2,64,2,sigmoid,logcosh,1.85,Nadam,funnel
880,05/29/21-100626,05/29/21-100709,42.65718365,150,0.076517515,0.7993747,0.078740008,0.797656238,relu,10,0.3,64,2,sigmoid,logcosh,4.1,Nadam,funnel
881,05/29/21-100709,05/29/21-101007,177.9652562,150,0.025231216,0.933819711,0.054300528,0.856249988,elu,2,0.2,32,0,sigmoid,logcosh,1.85,Adam,funnel
882,05/29/21-101007,05/29/21-101025,17.82027626,150,0.032056991,0.908806682,0.047556244,0.868749976,elu,24,0.2,64,0,sigmoid,logcosh,1.4,RMSprop,funnel
883,05/29/21-101025,05/29/21-101100,35.0663774,150,0.016183417,0.967691481,0.049868803,0.860937476,relu,10,0,32,0,sigmoid,logcosh,0.5,RMSprop,funnel
884,05/29/21-101101,05/29/21-101123,22.49166846,150,0.168379903,0.937467456,0.386230528,0.849218726,relu,21,0.3,32,1,sigmoid,binary_crossentropy,0.5,Adam,brick
885,05/29/21-101123,05/29/21-101148,25.12542772,150,0.254716426,0.885356963,0.383261204,0.8515625,elu,18,0.1,16,1,sigmoid,binary_crossentropy,2.75,Nadam,funnel
886,05/29/21-101149,05/29/21-101214,25.44336629,150,0.150337771,0.937467456,0.513723135,0.849218726,relu,18,0.3,64,1,sigmoid,binary_crossentropy,0.95,RMSprop,brick
887,05/29/21-101214,05/29/21-101255,41.11425471,150,0.188324004,0.924439788,0.417456448,0.848437488,relu,10,0.2,16,1,sigmoid,binary_crossentropy,2.75,Adam,brick
888,05/29/21-101256,05/29/21-101320,23.8032012,150,0.245308653,0.899947882,0.344034851,0.861718774,elu,16,0,8,0,sigmoid,binary_crossentropy,0.5,RMSprop,brick
889,05/29/21-101320,05/29/21-101338,18.55171561,150,0.054153316,0.85252738,0.056466561,0.854687512,relu,24,0.3,4,2,sigmoid,logcosh,3.2,RMSprop,brick
890,05/29/21-101339,05/29/21-101403,24.91353202,150,0.215099186,0.905158937,0.40762654,0.84375,relu,18,0.4,32,1,sigmoid,binary_crossentropy,3.65,Adam,brick
891,05/29/21-101404,05/29/21-101423,19.11134481,150,0.406743795,0.807191253,0.351150781,0.846093774,elu,24,0.3,4,2,sigmoid,binary_crossentropy,4.1,RMSprop,funnel
892,05/29/21-101423,05/29/21-101514,50.94184613,150,0.258432478,0.891089082,0.463174015,0.835156262,relu,7,0.2,8,0,sigmoid,binary_crossentropy,2.3,RMSprop,brick
893,05/29/21-101514,05/29/21-101541,26.70991755,150,0.229701862,0.898384571,0.447154939,0.836718738,relu,16,0.1,8,2,sigmoid,binary_crossentropy,1.85,RMSprop,brick
894,05/29/21-101541,05/29/21-101602,20.95946121,150,0.039596614,0.870766044,0.050822042,0.856249988,elu,21,0.1,16,1,sigmoid,logcosh,3.2,Adam,funnel
895,05/29/21-101602,05/29/21-101625,22.8651998,150,0.250643283,0.892131329,0.394618183,0.84765625,elu,18,0,4,1,sigmoid,binary_crossentropy,1.4,Adam,brick
896,05/29/21-101625,05/29/21-101654,28.18647814,150,0.045124225,0.875455976,0.055890381,0.838281274,elu,18,0.4,64,2,sigmoid,logcosh,4.55,Adam,brick
897,05/29/21-101654,05/29/21-101712,18.32228184,150,0.348717302,0.859301746,0.364518166,0.852343738,relu,24,0.2,4,1,sigmoid,binary_crossentropy,2.75,Adam,brick
898,05/29/21-101712,05/29/21-101737,24.35156226,150,0.02040178,0.945284009,0.060325582,0.842187524,relu,18,0.3,64,0,sigmoid,logcosh,4.55,Adam,brick
899,05/29/21-101737,05/29/21-101804,27.42238307,150,0.016713973,0.955184996,0.051854365,0.860156238,relu,16,0.2,64,1,sigmoid,logcosh,1.4,Adam,brick
900,05/29/21-101805,05/29/21-102106,180.8797438,150,0.345607162,0.832725406,0.398849934,0.8203125,relu,2,0.1,4,2,sigmoid,binary_crossentropy,3.65,Adam,brick
901,05/29/21-102106,05/29/21-102149,43.19430399,150,0.237845421,0.897342384,0.330339104,0.858593762,elu,10,0.3,32,2,sigmoid,binary_crossentropy,0.5,Nadam,brick
902,05/29/21-102149,05/29/21-102214,24.56885767,150,0.062340423,0.82595104,0.056091029,0.85546875,relu,18,0.2,32,1,sigmoid,logcosh,3.65,Nadam,funnel
903,05/29/21-102214,05/29/21-102239,25.42235804,150,0.030790627,0.916623235,0.053704787,0.857812524,elu,18,0.2,16,2,sigmoid,logcosh,3.2,Nadam,brick
904,05/29/21-102240,05/29/21-102258,18.53516221,150,0.021404242,0.944241822,0.056962043,0.84375,relu,24,0.2,32,0,sigmoid,logcosh,4.55,Adam,brick
905,05/29/21-102258,05/29/21-102319,20.94042134,150,0.283904165,0.877019286,0.334311962,0.859375,elu,21,0.3,16,0,sigmoid,binary_crossentropy,0.95,Adam,funnel
906,05/29/21-102320,05/29/21-102343,23.50682354,150,0.174999163,0.940594077,0.417028993,0.846875012,relu,21,0.3,32,2,sigmoid,binary_crossentropy,0.95,Adam,brick
907,05/29/21-102343,05/29/21-102406,22.76901531,150,0.040961646,0.889004707,0.061482631,0.828125,relu,16,0.1,4,0,sigmoid,logcosh,4.55,RMSprop,brick
908,05/29/21-102406,05/29/21-102427,20.84470725,150,0.073191389,0.741010964,0.054075591,0.8515625,elu,21,0.4,8,1,sigmoid,logcosh,4.55,Nadam,funnel
909,05/29/21-102427,05/29/21-102449,21.73824096,150,0.489196688,0.784262657,0.433270156,0.839062512,relu,21,0.4,8,2,sigmoid,binary_crossentropy,1.85,RMSprop,funnel
910,05/29/21-102449,05/29/21-102511,21.11371398,150,0.139020026,0.946326196,0.536316156,0.848437488,relu,21,0.2,32,0,sigmoid,binary_crossentropy,4.55,Nadam,funnel
911,05/29/21-102511,05/29/21-102528,17.59664011,150,0.391568244,0.81709224,0.351130098,0.846875012,relu,24,0.4,4,0,sigmoid,binary_crossentropy,2.75,RMSprop,brick
912,05/29/21-102529,05/29/21-102551,22.39353371,150,0.025277114,0.930171967,0.054936029,0.850000024,relu,21,0.4,64,1,sigmoid,logcosh,2.75,RMSprop,brick
913,05/29/21-102551,05/29/21-102644,53.21822071,150,0.027631793,0.920792103,0.052544903,0.854687512,elu,7,0.1,16,0,sigmoid,logcosh,2.75,Adam,brick
914,05/29/21-102645,05/29/21-102926,161.1356575,150,0.049298473,0.837415338,0.061136417,0.818750024,relu,2,0.2,4,0,sigmoid,logcosh,3.2,RMSprop,brick
915,05/29/21-102926,05/29/21-103005,38.86281109,150,0.05661587,0.811881185,0.051164944,0.853124976,elu,10,0.4,32,2,sigmoid,logcosh,1.85,RMSprop,funnel
916,05/29/21-103005,05/29/21-103024,18.42625475,150,0.02409221,0.93798852,0.058225602,0.84765625,relu,27,0.1,32,2,sigmoid,logcosh,0.95,Nadam,funnel
917,05/29/21-103024,05/29/21-103044,20.00436068,150,0.069486365,0.768108368,0.057593524,0.836718738,elu,21,0.4,4,2,sigmoid,logcosh,4.55,Adam,funnel
918,05/29/21-103044,05/29/21-103102,18.14013124,150,0.02659183,0.928608656,0.055425733,0.849218726,elu,24,0.2,64,0,sigmoid,logcosh,4.1,RMSprop,brick
919,05/29/21-103103,05/29/21-103120,17.90816331,150,0.009276677,0.977071405,0.071580395,0.818750024,relu,24,0,64,0,sigmoid,logcosh,4.1,RMSprop,funnel
920,05/29/21-103121,05/29/21-103140,19.20407557,150,0.399593949,0.764460683,0.355674207,0.822656274,relu,24,0.2,4,2,sigmoid,binary_crossentropy,2.75,RMSprop,funnel
921,05/29/21-103140,05/29/21-103216,36.20897841,150,0.07800211,0.972381473,0.866001427,0.831250012,elu,10,0,32,0,sigmoid,binary_crossentropy,3.2,RMSprop,funnel
922,05/29/21-103217,05/29/21-103240,23.02147484,150,0.564605117,0.689421594,0.453988165,0.829687476,relu,21,0.4,8,2,sigmoid,binary_crossentropy,4.55,Nadam,funnel
923,05/29/21-103240,05/29/21-103259,19.60938144,150,0.034363717,0.903595626,0.052125625,0.84765625,elu,21,0.1,8,0,sigmoid,logcosh,1.85,Nadam,brick
924,05/29/21-103300,05/29/21-103555,174.9022505,150,0.113629527,0.962480485,0.885496438,0.836718738,elu,2,0.1,64,0,sigmoid,binary_crossentropy,1.85,Nadam,brick
925,05/29/21-103555,05/29/21-103717,82.59615922,150,0.015518183,0.961438239,0.06371557,0.846875012,elu,4,0,32,0,sigmoid,logcosh,3.65,RMSprop,brick
926,05/29/21-103718,05/29/21-103744,26.61623573,150,0.351233959,0.824387729,0.3467035,0.848437488,relu,16,0.2,4,1,sigmoid,binary_crossentropy,3.65,Nadam,brick
927,05/29/21-103745,05/29/21-103813,28.74070573,150,0.335090965,0.829077661,0.326007843,0.860156238,elu,16,0.3,16,2,sigmoid,binary_crossentropy,1.85,Adam,funnel
928,05/29/21-103814,05/29/21-103836,22.20700836,150,0.044737384,0.871808231,0.049212888,0.860156238,elu,18,0.2,4,0,sigmoid,logcosh,1.4,Nadam,funnel
929,05/29/21-103836,05/29/21-104001,84.54830194,150,0.031443559,0.918186545,0.057641767,0.842187524,relu,4,0,4,1,sigmoid,logcosh,3.65,RMSprop,brick
930,05/29/21-104001,05/29/21-104050,49.64403296,150,0.343740195,0.840020835,0.427586645,0.813281238,relu,7,0.3,4,0,sigmoid,binary_crossentropy,1.85,RMSprop,brick
931,05/29/21-104051,05/29/21-104114,23.00881886,150,0.245027438,0.901511192,0.359754682,0.856249988,relu,18,0,4,1,sigmoid,binary_crossentropy,1.85,Adam,funnel
932,05/29/21-104114,05/29/21-104149,35.2436595,150,0.040567607,0.883793652,0.054739017,0.835156262,relu,10,0.3,8,0,sigmoid,logcosh,1.4,RMSprop,brick
933,05/29/21-104149,05/29/21-104216,26.14693809,150,0.458522379,0.772798359,0.386422336,0.842187524,elu,16,0.4,4,2,sigmoid,binary_crossentropy,2.3,Adam,funnel
934,05/29/21-104216,05/29/21-104342,86.70252967,150,0.038019311,0.900990129,0.054857768,0.846093774,elu,4,0.4,32,1,sigmoid,logcosh,1.4,RMSprop,brick
935,05/29/21-104343,05/29/21-104409,26.64646316,150,0.171705365,0.929129779,0.447209656,0.836718738,relu,16,0.3,32,1,sigmoid,binary_crossentropy,1.4,Nadam,brick
936,05/29/21-104410,05/29/21-104431,21.73138165,150,0.027207389,0.928608656,0.054281443,0.84765625,elu,21,0.1,16,2,sigmoid,logcosh,2.3,Adam,brick
937,05/29/21-104432,05/29/21-104556,84.04141021,150,0.044118054,0.865554988,0.047650386,0.857031226,elu,4,0.1,8,1,sigmoid,logcosh,0.95,Adam,funnel
938,05/29/21-104556,05/29/21-104620,23.76266789,150,0.352458477,0.841584146,0.379211307,0.825781226,relu,16,0.3,4,0,sigmoid,binary_crossentropy,4.1,RMSprop,brick
939,05/29/21-104620,05/29/21-104643,23.51363063,150,0.405781984,0.748306394,0.337138355,0.854687512,elu,18,0.3,16,1,sigmoid,binary_crossentropy,3.2,RMSprop,funnel
940,05/29/21-104644,05/29/21-104807,83.04874682,150,0.263088644,0.884314776,0.360787928,0.853124976,elu,4,0.1,4,0,sigmoid,binary_crossentropy,3.2,Adam,funnel
941,05/29/21-104807,05/29/21-104840,33.41305184,150,0.276607722,0.884835839,0.34046194,0.856249988,elu,13,0.3,16,2,sigmoid,binary_crossentropy,1.85,Adam,brick
942,05/29/21-104841,05/29/21-104905,23.9531486,150,0.257245928,0.901511192,0.396511793,0.85546875,relu,16,0.4,16,0,sigmoid,binary_crossentropy,3.65,RMSprop,funnel
943,05/29/21-104905,05/29/21-105155,169.8993435,150,0.087268479,0.707139134,0.062112667,0.814843774,relu,2,0.4,4,2,sigmoid,logcosh,1.85,Adam,brick
944,05/29/21-105155,05/29/21-105221,25.63423872,150,0.034398016,0.901511192,0.04838293,0.861718774,elu,16,0.4,64,0,sigmoid,logcosh,1.85,Adam,brick
945,05/29/21-105221,05/29/21-105239,18.05813122,150,0.025859024,0.926524222,0.051591177,0.860156238,elu,27,0.1,64,0,sigmoid,logcosh,1.85,Adam,brick
946,05/29/21-105239,05/29/21-105318,39.31883526,150,0.013217624,0.967691481,0.056881614,0.84375,relu,10,0.1,64,0,sigmoid,logcosh,1.4,Adam,funnel
947,05/29/21-105319,05/29/21-105336,17.46580768,150,0.378008008,0.836894214,0.360796988,0.853906274,elu,27,0.3,4,1,sigmoid,binary_crossentropy,2.75,RMSprop,brick
948,05/29/21-105336,05/29/21-105402,25.74118805,150,0.036014691,0.898384571,0.047499008,0.859375,elu,16,0.4,32,0,sigmoid,logcosh,1.85,Adam,funnel
949,05/29/21-105402,05/29/21-105427,24.62209058,150,0.022101952,0.944241822,0.054777216,0.8515625,elu,18,0.1,64,1,sigmoid,logcosh,0.95,RMSprop,brick
950,05/29/21-105427,05/29/21-105548,81.35248947,150,0.04449911,0.883272529,0.053268604,0.8515625,relu,4,0.2,4,1,sigmoid,logcosh,2.3,Adam,brick
951,05/29/21-105549,05/29/21-105618,29.81744862,150,0.073381297,0.778009355,0.061219025,0.837499976,relu,13,0.3,32,1,sigmoid,logcosh,1.85,RMSprop,funnel
952,05/29/21-105619,05/29/21-105644,24.91501641,150,0.065355815,0.768108368,0.053263467,0.84375,elu,16,0.3,8,1,sigmoid,logcosh,3.2,Nadam,funnel
953,05/29/21-105644,05/29/21-105958,193.7967589,150,0.11394909,0.970297039,1.311249256,0.832812488,elu,2,0,64,2,sigmoid,binary_crossentropy,4.55,Adam,funnel
954,05/29/21-105958,05/29/21-110016,18.4697156,150,0.049801458,0.855654001,0.053349234,0.849218726,elu,21,0.4,8,0,sigmoid,logcosh,0.5,Adam,brick
955,05/29/21-110017,05/29/21-110040,22.9189353,150,0.171030656,0.934340775,0.466406018,0.828906238,elu,18,0,8,1,sigmoid,binary_crossentropy,3.2,Adam,funnel
956,05/29/21-110040,05/29/21-110057,17.17867947,150,0.041539546,0.874413729,0.048935931,0.85546875,elu,24,0.1,8,0,sigmoid,logcosh,0.5,RMSprop,brick
957,05/29/21-110057,05/29/21-110114,16.41357207,150,0.026159689,0.930171967,0.050908297,0.853124976,relu,27,0,8,0,sigmoid,logcosh,0.95,Nadam,brick
958,05/29/21-110114,05/29/21-110140,26.12105608,150,0.460271388,0.733194351,0.383613408,0.842187524,elu,16,0.3,4,1,sigmoid,binary_crossentropy,0.5,Nadam,funnel
959,05/29/21-110140,05/29/21-110201,20.71974301,150,0.112202935,0.960396051,0.65519917,0.828125,elu,21,0,16,0,sigmoid,binary_crossentropy,3.65,Nadam,brick
960,05/29/21-110201,05/29/21-110255,54.31390357,150,0.012469749,0.969775915,0.067555904,0.838281274,relu,7,0,32,2,sigmoid,logcosh,4.55,RMSprop,funnel
961,05/29/21-110256,05/29/21-110344,47.78169513,150,0.030280417,0.918707669,0.052744418,0.856249988,elu,7,0,4,0,sigmoid,logcosh,3.65,RMSprop,brick
962,05/29/21-110344,05/29/21-110419,35.54053092,150,0.085758686,0.735278785,0.064634711,0.835156262,relu,10,0.4,8,1,sigmoid,logcosh,2.3,Adam,funnel
963,05/29/21-110420,05/29/21-110510,50.09324169,150,0.345274776,0.851485133,0.337591767,0.846093774,elu,7,0.4,4,0,sigmoid,binary_crossentropy,4.1,Adam,funnel
964,05/29/21-110510,05/29/21-110552,41.72753263,150,0.03566635,0.914017737,0.061927248,0.850000024,relu,10,0.3,64,2,sigmoid,logcosh,4.1,RMSprop,brick
965,05/29/21-110552,05/29/21-110610,18.05758357,150,0.365152031,0.836894214,0.348610699,0.854687512,elu,27,0.3,8,2,sigmoid,binary_crossentropy,4.1,RMSprop,funnel
966,05/29/21-110610,05/29/21-110631,21.20208383,150,0.047232397,0.865033865,0.051269125,0.852343738,elu,18,0.3,4,0,sigmoid,logcosh,1.4,RMSprop,funnel
967,05/29/21-110632,05/29/21-110652,20.5136795,150,0.026958885,0.934340775,0.061310597,0.845312476,relu,21,0.2,64,0,sigmoid,logcosh,4.55,Nadam,funnel
968,05/29/21-110652,05/29/21-110746,53.36569643,150,0.031667329,0.915059924,0.054888487,0.853906274,relu,7,0.1,8,2,sigmoid,logcosh,1.85,RMSprop,brick
969,05/29/21-110746,05/29/21-110804,18.47899365,150,0.311446518,0.855132878,0.353469908,0.845312476,elu,24,0.2,4,1,sigmoid,binary_crossentropy,1.85,RMSprop,brick
970,05/29/21-110805,05/29/21-110829,24.30223751,150,0.460389584,0.774882734,0.411778361,0.845312476,relu,18,0.3,16,1,sigmoid,binary_crossentropy,2.75,Nadam,funnel
971,05/29/21-110829,05/29/21-110925,56.11716413,150,0.008413695,0.980719149,0.062255539,0.844531238,relu,7,0,32,2,sigmoid,logcosh,0.5,Nadam,funnel
972,05/29/21-110926,05/29/21-110948,22.00144815,150,0.026067935,0.934861898,0.048218507,0.860156238,elu,18,0,16,0,sigmoid,logcosh,0.95,RMSprop,funnel
973,05/29/21-110948,05/29/21-111003,15.62843108,150,0.034198143,0.90411675,0.048592936,0.85546875,elu,27,0.1,8,0,sigmoid,logcosh,3.2,RMSprop,funnel
974,05/29/21-111004,05/29/21-111032,28.20014024,150,0.316396862,0.881709218,0.452813625,0.844531238,relu,16,0.3,32,2,sigmoid,binary_crossentropy,1.85,Nadam,funnel
975,05/29/21-111032,05/29/21-111055,22.96485329,150,0.050590269,0.858780623,0.057572026,0.834375024,elu,16,0.3,4,0,sigmoid,logcosh,4.1,Adam,brick
976,05/29/21-111055,05/29/21-111135,39.91499901,150,0.009929865,0.977071405,0.06249658,0.844531238,relu,10,0,64,0,sigmoid,logcosh,4.1,Adam,brick
977,05/29/21-111135,05/29/21-111154,18.9774971,150,0.01289109,0.969775915,0.072664924,0.81640625,relu,27,0,64,2,sigmoid,logcosh,0.5,RMSprop,funnel
978,05/29/21-111155,05/29/21-111231,35.88228273,150,0.044834912,0.873371542,0.054107577,0.842187524,relu,10,0.4,8,0,sigmoid,logcosh,4.55,Nadam,funnel
979,05/29/21-111231,05/29/21-111258,27.41746974,150,0.013707746,0.96456486,0.062839128,0.840624988,relu,16,0,16,2,sigmoid,logcosh,3.2,Nadam,funnel
980,05/29/21-111258,05/29/21-111332,34.0107317,150,0.291450322,0.86138612,0.346483409,0.858593762,elu,13,0.3,32,2,sigmoid,binary_crossentropy,2.3,Adam,funnel
981,05/29/21-111333,05/29/21-111357,24.41554427,150,0.070051171,0.79207921,0.056745984,0.853906274,relu,16,0.3,32,1,sigmoid,logcosh,2.3,RMSprop,funnel
982,05/29/21-111357,05/29/21-111646,168.19082,150,0.308047712,0.922876477,0.807279944,0.846093774,relu,2,0.2,32,0,sigmoid,binary_crossentropy,2.75,RMSprop,brick
983,05/29/21-111646,05/29/21-111706,19.97019219,150,0.036207415,0.895779073,0.053307217,0.848437488,elu,24,0.3,16,2,sigmoid,logcosh,4.1,Nadam,brick
984,05/29/21-111706,05/29/21-111755,49.00484562,150,0.037620764,0.894736826,0.051302403,0.857031226,relu,7,0.4,16,0,sigmoid,logcosh,1.85,RMSprop,funnel
985,05/29/21-111755,05/29/21-111812,16.77250171,150,0.015423397,0.963001549,0.057099164,0.846875012,elu,27,0,64,0,sigmoid,logcosh,2.3,RMSprop,funnel
986,05/29/21-111812,05/29/21-111844,31.50975752,150,0.260993093,0.867639422,0.38853246,0.846093774,elu,13,0.1,16,1,sigmoid,binary_crossentropy,2.3,Nadam,funnel
987,05/29/21-111844,05/29/21-111906,22.28759766,150,0.011289949,0.972381473,0.060388666,0.846875012,elu,21,0,32,2,sigmoid,logcosh,2.75,Adam,funnel
988,05/29/21-111907,05/29/21-112221,194.8914855,150,0.518459618,0.744658649,0.507277966,0.796093762,relu,2,0.4,64,1,sigmoid,binary_crossentropy,2.75,Adam,funnel
989,05/29/21-112222,05/29/21-112243,21.5195024,150,0.047926519,0.858780623,0.053272158,0.848437488,elu,18,0.3,4,0,sigmoid,logcosh,1.85,Adam,funnel
990,05/29/21-112243,05/29/21-112308,24.77380896,150,0.031563755,0.915581048,0.047225159,0.8671875,elu,16,0.3,32,0,sigmoid,logcosh,4.1,RMSprop,brick
991,05/29/21-112308,05/29/21-112603,174.3657224,150,0.225391313,0.897863448,0.387073904,0.839062512,relu,2,0,4,0,sigmoid,binary_crossentropy,1.4,Nadam,funnel
992,05/29/21-112603,05/29/21-112625,22.35057259,150,0.16171144,0.937467456,0.393798947,0.857812524,relu,18,0,16,0,sigmoid,binary_crossentropy,0.95,RMSprop,funnel
993,05/29/21-112626,05/29/21-112803,97.39300871,150,0.364368945,0.850442946,0.462379396,0.837499976,relu,4,0.3,32,2,sigmoid,binary_crossentropy,3.2,Nadam,funnel
994,05/29/21-112803,05/29/21-112824,21.18162823,150,0.519985378,0.742574275,0.43794483,0.840624988,relu,21,0.3,4,1,sigmoid,binary_crossentropy,1.4,Nadam,funnel
995,05/29/21-112825,05/29/21-112846,21.08738136,150,0.044955216,0.865554988,0.052732926,0.835156262,relu,18,0.4,8,0,sigmoid,logcosh,3.2,RMSprop,funnel
996,05/29/21-112846,05/29/21-112917,30.78075552,150,0.027278014,0.922355413,0.052854396,0.849218726,relu,13,0.3,32,0,sigmoid,logcosh,1.85,Adam,brick
997,05/29/21-112917,05/29/21-112939,21.93407679,150,0.310007632,0.858259499,0.340262562,0.854687512,elu,18,0.3,8,0,sigmoid,binary_crossentropy,2.3,RMSprop,funnel
998,05/29/21-112939,05/29/21-113018,38.31978464,150,0.041325461,0.886920273,0.055133648,0.844531238,elu,10,0.4,32,1,sigmoid,logcosh,3.65,Nadam,brick
999,05/29/21-113018,05/29/21-113146,88.16550303,150,0.414658576,0.846274078,0.408019692,0.833593726,relu,4,0.2,4,1,sigmoid,binary_crossentropy,4.1,RMSprop,brick
1000,05/29/21-113146,05/29/21-113217,31.24464846,150,0.030524159,0.916102111,0.051540315,0.85546875,elu,13,0.4,64,0,sigmoid,logcosh,4.1,Adam,funnel
1001,05/29/21-113218,05/29/21-113243,24.87155938,150,0.032644913,0.911933303,0.058221716,0.84765625,relu,16,0.1,8,2,sigmoid,logcosh,3.2,RMSprop,brick
1002,05/29/21-113243,05/29/21-113527,164.2499251,150,0.145811409,0.972381473,3.376195908,0.822656274,relu,2,0,32,0,sigmoid,binary_crossentropy,4.55,RMSprop,brick
1003,05/29/21-113527,05/29/21-113604,37.16015887,150,0.033094581,0.914538801,0.057329774,0.841406226,elu,10,0,4,2,sigmoid,logcosh,1.85,RMSprop,funnel
1004,05/29/21-113605,05/29/21-113627,22.21626234,150,0.020071454,0.944762886,0.055510212,0.853124976,relu,18,0.1,32,0,sigmoid,logcosh,1.85,Nadam,brick
1005,05/29/21-113627,05/29/21-113804,96.36372948,150,0.218823969,0.902553439,0.414407581,0.822656274,relu,4,0.1,16,2,sigmoid,binary_crossentropy,3.2,Nadam,brick
1006,05/29/21-113804,05/29/21-113837,32.70260859,150,0.041224442,0.883272529,0.049246963,0.861718774,elu,13,0.4,16,2,sigmoid,logcosh,3.65,Nadam,brick
1007,05/29/21-113837,05/29/21-113854,16.74852705,150,0.047997132,0.865033865,0.051703952,0.852343738,relu,24,0.3,4,0,sigmoid,logcosh,3.65,RMSprop,brick
1008,05/29/21-113854,05/29/21-113931,37.16748738,150,0.040134802,0.879624784,0.050275188,0.853124976,elu,10,0.2,8,2,sigmoid,logcosh,3.65,Adam,brick
1009,05/29/21-113931,05/29/21-114004,32.74263334,150,0.223444954,0.906201124,0.358572364,0.864843726,elu,13,0.1,32,2,sigmoid,binary_crossentropy,0.5,RMSprop,brick
1010,05/29/21-114004,05/29/21-114028,24.13134933,150,0.165935203,0.932777464,0.436938465,0.85546875,relu,18,0.3,32,1,sigmoid,binary_crossentropy,2.75,Adam,brick
1011,05/29/21-114029,05/29/21-114307,158.1014547,150,0.076887935,0.727462232,0.061455138,0.826562524,elu,2,0.3,4,1,sigmoid,logcosh,4.55,RMSprop,funnel
1012,05/29/21-114307,05/29/21-114325,17.83934832,150,0.009397635,0.978113592,0.065103702,0.841406226,elu,27,0,32,2,sigmoid,logcosh,2.3,RMSprop,brick
1013,05/29/21-114325,05/29/21-114501,95.97843003,150,0.203761593,0.921313167,0.380433142,0.854687512,relu,4,0.4,32,2,sigmoid,binary_crossentropy,0.5,Adam,brick
1014,05/29/21-114501,05/29/21-114555,53.45553303,150,0.52496928,0.736842096,0.445382536,0.822656274,relu,7,0.3,4,1,sigmoid,binary_crossentropy,1.4,Nadam,funnel
1015,05/29/21-114555,05/29/21-114613,18.54973483,150,0.065149389,0.770713925,0.050284315,0.8515625,elu,24,0.3,8,1,sigmoid,logcosh,2.75,Nadam,funnel
1016,05/29/21-114614,05/29/21-114646,32.58592534,150,0.440633893,0.760812938,0.342615187,0.852343738,relu,13,0.3,8,2,sigmoid,binary_crossentropy,0.5,Nadam,funnel
1017,05/29/21-114647,05/29/21-114721,34.84278417,150,0.233220846,0.901511192,0.38231355,0.853906274,relu,13,0.4,32,2,sigmoid,binary_crossentropy,2.75,Adam,brick
1018,05/29/21-114722,05/29/21-114744,21.86960101,150,0.296734273,0.886920273,0.324558437,0.866406262,elu,21,0.2,8,2,sigmoid,binary_crossentropy,3.65,Nadam,funnel
1019,05/29/21-114744,05/29/21-114813,29.23778129,150,0.102281101,0.965085983,0.500409484,0.846875012,relu,13,0,32,0,sigmoid,binary_crossentropy,0.95,RMSprop,funnel
1020,05/29/21-114813,05/29/21-114849,35.47603965,150,0.210603252,0.91141218,0.396689445,0.8515625,relu,10,0.1,8,0,sigmoid,binary_crossentropy,4.55,Adam,brick
1021,05/29/21-114849,05/29/21-114946,56.99116015,150,0.301993012,0.838457525,0.384164065,0.849218726,elu,7,0.2,64,1,sigmoid,binary_crossentropy,2.75,Adam,funnel
1022,05/29/21-114946,05/29/21-115012,25.29294658,150,0.224596307,0.910891116,0.422047198,0.8359375,relu,16,0,4,2,sigmoid,binary_crossentropy,3.2,Adam,funnel
1023,05/29/21-115012,05/29/21-115028,16.66016364,150,0.028767148,0.923397601,0.054020405,0.857812524,relu,27,0,4,2,sigmoid,logcosh,3.2,RMSprop,funnel
