Index,Start,End,Duration,Epochs,Loss,Accuracy,Val_Loss,Val_Accuracy,Activation,Batch_Size,Dropout,First_Neuron,Hidden_Layers,Last_Activation,Losses,lr,Optimizer,shapes
0,05/28/21-222630,05/28/21-222700,29.94321609,150,0.042995546,0.882751405,0.051871739,0.849218726,elu,13,0.4,16,1,sigmoid,logcosh,3.2,Nadam,brick
1,05/28/21-222700,05/28/21-222720,20.34664488,150,0.026326202,0.928608656,0.056472491,0.84375,relu,21,0.1,16,1,sigmoid,logcosh,3.2,Nadam,brick
2,05/28/21-222721,05/28/21-222811,50.6366744,150,0.045933321,0.85252738,0.052513927,0.846093774,relu,7,0.1,4,1,sigmoid,logcosh,4.1,Nadam,brick
3,05/28/21-222811,05/28/21-222828,16.2304678,150,0.379033715,0.791558087,0.342416823,0.868749976,elu,27,0.2,8,1,sigmoid,binary_crossentropy,2.3,RMSprop,funnel
4,05/28/21-222828,05/28/21-222958,90.57367468,150,0.087833866,0.979155839,0.710488677,0.845312476,relu,4,0,64,1,sigmoid,binary_crossentropy,1.4,Nadam,funnel
5,05/28/21-222959,05/28/21-223028,29.15235925,150,0.033759736,0.902032316,0.048880763,0.86328125,elu,13,0.1,8,2,sigmoid,logcosh,3.2,Adam,funnel
6,05/28/21-223028,05/28/21-223047,19.24117637,150,0.185813054,0.93069309,0.393330693,0.857812524,relu,24,0.3,32,1,sigmoid,binary_crossentropy,0.5,Adam,brick
7,05/28/21-223047,05/28/21-223225,97.42130876,150,0.70337981,0.681604981,0.933553875,0.674218774,relu,4,0.3,64,2,sigmoid,binary_crossentropy,4.1,Nadam,brick
8,05/28/21-223225,05/28/21-223520,174.6493576,150,0.444901437,0.817613363,0.444318354,0.850000024,elu,2,0.3,8,2,sigmoid,binary_crossentropy,2.3,RMSprop,funnel
9,05/28/21-223520,05/28/21-223643,83.63912773,150,0.094141297,0.663887441,0.059770919,0.815625012,relu,4,0.4,4,2,sigmoid,logcosh,0.95,RMSprop,funnel
10,05/28/21-223644,05/28/21-223715,31.60708022,150,0.137702316,0.952058375,0.617242932,0.850000024,relu,13,0.2,64,1,sigmoid,binary_crossentropy,0.95,RMSprop,brick
11,05/28/21-223715,05/28/21-223754,38.69720554,150,0.361664861,0.866076052,0.386674613,0.850000024,elu,10,0.4,16,2,sigmoid,binary_crossentropy,3.2,RMSprop,brick
12,05/28/21-223754,05/28/21-223813,18.25191188,150,0.027726699,0.924439788,0.051638015,0.853124976,relu,21,0.2,16,0,sigmoid,logcosh,4.1,RMSprop,brick
13,05/28/21-223813,05/28/21-223902,49.51513529,150,0.03230162,0.913496614,0.058566563,0.853124976,relu,7,0.4,64,0,sigmoid,logcosh,2.3,Nadam,funnel
14,05/28/21-223903,05/28/21-223930,27.92773294,150,0.259206802,0.891089082,0.376265854,0.85546875,relu,13,0.1,4,0,sigmoid,binary_crossentropy,3.65,RMSprop,brick
15,05/28/21-223931,05/28/21-223948,17.18990397,150,0.022240877,0.945284009,0.056608297,0.84765625,relu,27,0.1,16,1,sigmoid,logcosh,0.95,Nadam,brick
16,05/28/21-223948,05/28/21-224011,22.64792776,150,0.047940675,0.869202733,0.05552556,0.844531238,relu,18,0.2,8,2,sigmoid,logcosh,0.5,RMSprop,funnel
17,05/28/21-224011,05/28/21-224028,16.93357849,150,0.041781645,0.874413729,0.051052682,0.853906274,elu,27,0.3,32,2,sigmoid,logcosh,4.1,RMSprop,funnel
18,05/28/21-224028,05/28/21-224051,22.66451192,150,0.038631789,0.88639915,0.046812519,0.870312512,elu,18,0.2,8,2,sigmoid,logcosh,4.1,RMSprop,brick
19,05/28/21-224051,05/28/21-224222,90.65662932,150,0.353472352,0.857217312,0.35763678,0.839062512,elu,4,0.3,4,1,sigmoid,binary_crossentropy,0.5,Nadam,brick
20,05/28/21-224222,05/28/21-224259,37.20214987,150,0.021571618,0.94684732,0.063973568,0.844531238,relu,10,0,8,2,sigmoid,logcosh,2.3,RMSprop,brick
21,05/28/21-224259,05/28/21-224325,25.65182948,150,0.035585698,0.990099013,0.978372455,0.840624988,relu,16,0,16,1,sigmoid,binary_crossentropy,0.95,Nadam,brick
22,05/28/21-224325,05/28/21-224341,16.53072762,150,0.028540855,0.924439788,0.05410511,0.8515625,relu,27,0,4,1,sigmoid,logcosh,2.3,Nadam,brick
23,05/28/21-224342,05/28/21-224359,17.66450906,150,0.259304941,0.894736826,0.406789601,0.842187524,relu,27,0.4,32,1,sigmoid,binary_crossentropy,4.55,Nadam,brick
24,05/28/21-224400,05/28/21-224416,16.85981226,150,0.040926531,0.876498163,0.047354903,0.864843726,elu,24,0.3,8,0,sigmoid,logcosh,4.1,Nadam,brick
25,05/28/21-224417,05/28/21-224438,20.90041304,150,0.004973507,0.988535702,0.062929437,0.844531238,elu,24,0,64,2,sigmoid,logcosh,4.1,Adam,brick
26,05/28/21-224438,05/28/21-224506,28.22605634,150,0.166606233,0.936946333,0.556002259,0.845312476,relu,13,0.1,16,0,sigmoid,binary_crossentropy,4.55,RMSprop,brick
27,05/28/21-224506,05/28/21-224531,24.70116854,150,8.54E-06,1,2.159172535,0.846875012,relu,18,0,32,2,sigmoid,binary_crossentropy,2.75,Adam,brick
28,05/28/21-224531,05/28/21-224606,35.26802373,150,0.300768465,0.865554988,0.372721106,0.831250012,relu,10,0.2,4,0,sigmoid,binary_crossentropy,2.3,Nadam,funnel
29,05/28/21-224607,05/28/21-224901,174.7752793,150,0.034886509,0.917665422,0.066930458,0.84375,elu,2,0,64,1,sigmoid,logcosh,2.75,Adam,brick
30,05/28/21-224901,05/28/21-224939,37.03562403,150,0.042438917,0.879624784,0.049021188,0.85546875,elu,10,0.4,16,1,sigmoid,logcosh,0.5,Nadam,brick
31,05/28/21-224939,05/28/21-225004,25.16011453,150,0.13524273,0.94684732,0.499351829,0.852343738,elu,18,0.2,64,1,sigmoid,binary_crossentropy,2.3,RMSprop,brick
32,05/28/21-225004,05/28/21-225057,52.82029295,150,0.033854745,0.906722248,0.049735565,0.856249988,elu,7,0.3,16,1,sigmoid,logcosh,3.65,Adam,brick
33,05/28/21-225057,05/28/21-225120,22.7016263,150,0.079329342,0.757686317,0.05797448,0.846875012,relu,16,0.3,8,1,sigmoid,logcosh,0.95,Adam,funnel
34,05/28/21-225120,05/28/21-225145,24.56879663,150,0.061247818,0.845231891,0.076000579,0.80859375,elu,21,0,64,2,sigmoid,logcosh,4.55,Nadam,brick
35,05/28/21-225145,05/28/21-225444,179.3675768,150,0.018041203,0.956227183,0.063308582,0.844531238,elu,2,0,16,1,sigmoid,logcosh,4.1,Adam,brick
36,05/28/21-225444,05/28/21-225509,24.81788683,150,0.235441372,0.898905695,0.393727005,0.839062512,relu,16,0.1,8,2,sigmoid,binary_crossentropy,4.55,Adam,brick
37,05/28/21-225509,05/28/21-225553,43.7245636,150,0.298700124,0.858780623,0.544190824,0.844531238,relu,10,0.3,64,2,sigmoid,binary_crossentropy,4.55,Nadam,brick
38,05/28/21-225553,05/28/21-225620,26.39106894,150,0.013211199,0.966649294,0.063978694,0.835156262,relu,16,0,32,2,sigmoid,logcosh,4.1,Nadam,funnel
39,05/28/21-225620,05/28/21-225659,39.31300354,150,0.374502152,0.842105269,0.459950507,0.849218726,elu,10,0.4,8,2,sigmoid,binary_crossentropy,2.75,RMSprop,brick
40,05/28/21-225659,05/28/21-225721,21.80610919,150,0.242745414,0.898384571,0.345582008,0.853124976,elu,21,0.4,64,0,sigmoid,binary_crossentropy,1.85,Adam,brick
41,05/28/21-225721,05/28/21-225746,24.1943233,150,0.200715765,0.916102111,0.385289341,0.846093774,elu,18,0.2,32,0,sigmoid,binary_crossentropy,3.65,Adam,funnel
42,05/28/21-225746,05/28/21-225812,26.22163057,150,0.215889826,0.907764435,0.430536807,0.845312476,relu,16,0.4,32,1,sigmoid,binary_crossentropy,2.75,Nadam,brick
43,05/28/21-225812,05/28/21-225904,51.92871666,150,0.024877142,0.935904145,0.060534697,0.83984375,relu,7,0.3,64,0,sigmoid,logcosh,3.65,Adam,funnel
44,05/28/21-225904,05/28/21-230038,93.33053231,150,0.339752257,0.833767593,0.519910634,0.829687476,elu,4,0.4,32,1,sigmoid,binary_crossentropy,4.55,Nadam,brick
45,05/28/21-230038,05/28/21-230132,54.16358137,150,0.027539628,0.927045345,0.059401371,0.841406226,elu,7,0,4,2,sigmoid,logcosh,4.1,Nadam,brick
46,05/28/21-230132,05/28/21-230156,23.86666965,150,0.071441241,0.787910342,0.056919824,0.84765625,relu,16,0.3,16,1,sigmoid,logcosh,1.85,RMSprop,funnel
47,05/28/21-230156,05/28/21-230231,34.98045635,150,0.334817082,0.850964069,0.359700441,0.839062512,elu,10,0.3,4,0,sigmoid,binary_crossentropy,2.75,Adam,brick
48,05/28/21-230231,05/28/21-230407,95.63276887,150,0.042283084,0.879624784,0.048921276,0.857812524,elu,4,0.4,16,2,sigmoid,logcosh,0.5,Adam,brick
49,05/28/21-230407,05/28/21-230658,170.5091782,150,0.051639814,0.866076052,0.067882761,0.822656274,relu,2,0.3,8,2,sigmoid,logcosh,1.85,RMSprop,brick
50,05/28/21-230658,05/28/21-230716,18.21923733,150,0.393365979,0.807712376,0.353294551,0.850781262,elu,27,0.4,16,2,sigmoid,binary_crossentropy,2.75,Adam,funnel
51,05/28/21-230716,05/28/21-230737,20.43698096,150,0.034700893,0.901511192,0.050146408,0.860937476,elu,18,0.1,8,0,sigmoid,logcosh,4.55,RMSprop,funnel
52,05/28/21-230737,05/28/21-230800,23.19382787,150,0.200077757,0.92183429,0.556874812,0.853906274,relu,18,0.3,32,1,sigmoid,binary_crossentropy,4.55,RMSprop,brick
53,05/28/21-230800,05/28/21-230828,27.1454823,150,0.236284867,0.881188095,0.368937194,0.853906274,elu,16,0.1,32,1,sigmoid,binary_crossentropy,4.1,Adam,funnel
54,05/28/21-230828,05/28/21-230857,29.58689213,150,0.026843989,0.923918724,0.049464773,0.857031226,relu,13,0.3,32,0,sigmoid,logcosh,1.85,Adam,funnel
55,05/28/21-230858,05/28/21-230936,38.40331936,150,0.034967907,0.903595626,0.0528179,0.853124976,elu,10,0.1,8,2,sigmoid,logcosh,2.3,Nadam,funnel
56,05/28/21-230936,05/28/21-230957,21.05270028,150,0.024613285,0.93798852,0.049732305,0.864062488,relu,18,0.1,16,0,sigmoid,logcosh,2.3,RMSprop,funnel
57,05/28/21-230957,05/28/21-231039,41.66842699,150,0.194988743,0.927045345,0.445517004,0.845312476,relu,10,0.2,16,2,sigmoid,binary_crossentropy,2.75,Adam,brick
58,05/28/21-231039,05/28/21-231322,162.337255,150,0.087823421,0.797290266,0.091763519,0.788281262,relu,2,0.3,64,0,sigmoid,logcosh,4.55,Nadam,brick
59,05/28/21-231322,05/28/21-231339,17.4096601,150,0.271306127,0.88639915,0.341198176,0.857812524,relu,24,0.1,8,0,sigmoid,binary_crossentropy,0.5,RMSprop,brick
60,05/28/21-231339,05/28/21-231405,25.975559,150,0.324495375,0.856696188,0.346298277,0.8515625,elu,16,0.3,8,2,sigmoid,binary_crossentropy,2.75,RMSprop,brick
61,05/28/21-231406,05/28/21-231427,21.83042741,150,0.028489692,0.922876477,0.05513937,0.850000024,relu,18,0,4,1,sigmoid,logcosh,4.55,Adam,brick
62,05/28/21-231428,05/28/21-231452,24.31446004,150,0.024819797,0.932256401,0.052858461,0.853906274,relu,21,0.4,64,2,sigmoid,logcosh,3.65,Adam,brick
63,05/28/21-231452,05/28/21-231524,31.38862252,150,0.027575167,0.923397601,0.058187224,0.844531238,relu,13,0.1,16,2,sigmoid,logcosh,4.1,Nadam,brick
64,05/28/21-231524,05/28/21-231651,87.38714838,150,0.073911428,0.734236598,0.063062802,0.841406226,elu,4,0.4,64,1,sigmoid,logcosh,0.95,Nadam,funnel
65,05/28/21-231651,05/28/21-231718,26.22797966,150,0.132069692,0.953621686,0.608588755,0.864843726,relu,18,0.2,64,2,sigmoid,binary_crossentropy,3.2,RMSprop,brick
66,05/28/21-231718,05/28/21-231734,16.25045347,150,0.044085536,0.86868161,0.049745299,0.861718774,elu,27,0.2,8,2,sigmoid,logcosh,3.65,Adam,funnel
67,05/28/21-231734,05/28/21-231806,32.12497139,150,0.328949422,0.853048444,0.36602205,0.845312476,relu,13,0.3,8,2,sigmoid,binary_crossentropy,1.85,Nadam,brick
68,05/28/21-231807,05/28/21-231826,19.4208591,150,0.308644354,0.863991678,0.348955959,0.853124976,relu,21,0.2,4,0,sigmoid,binary_crossentropy,2.3,Nadam,brick
69,05/28/21-231826,05/28/21-231847,21.01657796,150,0.070114568,0.796248019,0.056797899,0.850781262,relu,21,0.3,16,1,sigmoid,logcosh,1.4,Adam,funnel
70,05/28/21-231847,05/28/21-231915,27.20746708,150,0.187485397,0.922355413,0.433262289,0.859375,elu,16,0.1,32,2,sigmoid,binary_crossentropy,2.3,Adam,funnel
71,05/28/21-231915,05/28/21-232034,78.7299552,150,0.058374938,0.801980197,0.056332342,0.835156262,relu,4,0.4,4,0,sigmoid,logcosh,0.95,RMSprop,brick
72,05/28/21-232034,05/28/21-232339,185.7484536,150,0.344322026,0.788431466,0.478417486,0.857812524,relu,2,0.3,64,2,sigmoid,binary_crossentropy,4.1,Adam,funnel
73,05/28/21-232340,05/28/21-232357,17.28068447,150,0.086998232,0.724335611,0.066267841,0.833593726,relu,24,0.4,8,1,sigmoid,logcosh,4.1,RMSprop,funnel
74,05/28/21-232357,05/28/21-232422,24.95111752,150,0.070127554,0.976029158,0.628942847,0.857031226,relu,16,0.1,64,0,sigmoid,binary_crossentropy,2.3,Nadam,brick
75,05/28/21-232422,05/28/21-232511,48.79930472,150,0.351362109,0.838457525,0.356821537,0.845312476,elu,7,0.4,4,0,sigmoid,binary_crossentropy,2.3,RMSprop,brick
76,05/28/21-232511,05/28/21-232633,81.31442642,150,0.022773318,0.944762886,0.058926702,0.849218726,elu,4,0,8,0,sigmoid,logcosh,3.2,Nadam,brick
77,05/28/21-232633,05/28/21-232703,30.22215104,150,0.340653569,0.836373091,0.453928322,0.842968762,elu,13,0.2,64,1,sigmoid,binary_crossentropy,4.55,RMSprop,funnel
78,05/28/21-232703,05/28/21-232743,39.28756213,150,0.045042127,0.864512742,0.049454927,0.858593762,elu,10,0.3,16,2,sigmoid,logcosh,4.1,Adam,funnel
79,05/28/21-232743,05/28/21-232802,19.19283676,150,0.499825746,0.761855125,0.415316582,0.852343738,relu,21,0.3,16,1,sigmoid,binary_crossentropy,0.5,RMSprop,funnel
80,05/28/21-232802,05/28/21-232823,20.51220465,150,0.280607253,0.878582597,0.33613652,0.864843726,elu,21,0.4,64,0,sigmoid,binary_crossentropy,0.5,Adam,brick
81,05/28/21-232823,05/28/21-232850,27.52780747,150,0.039549556,0.889004707,0.047263779,0.864062488,elu,13,0.1,4,0,sigmoid,logcosh,0.5,Nadam,funnel
82,05/28/21-232851,05/28/21-233158,187.3631742,150,0.221645996,0.91141218,0.40037331,0.848437488,elu,2,0.1,16,2,sigmoid,binary_crossentropy,0.95,Adam,funnel
83,05/28/21-233158,05/28/21-233446,167.7611415,150,0.027986117,0.929650843,0.056171965,0.854687512,relu,2,0.2,32,0,sigmoid,logcosh,4.1,Adam,funnel
84,05/28/21-233446,05/28/21-233507,20.99855161,150,0.035465982,0.896300137,0.049729589,0.849218726,elu,21,0.3,32,1,sigmoid,logcosh,0.95,Adam,brick
85,05/28/21-233507,05/28/21-233526,18.87112617,150,0.158058643,0.942157388,0.457443416,0.8515625,relu,24,0.1,16,1,sigmoid,binary_crossentropy,1.4,Adam,brick
86,05/28/21-233526,05/28/21-233547,20.286623,150,0.161153048,0.936946333,0.434212834,0.853906274,relu,21,0.4,64,0,sigmoid,binary_crossentropy,1.4,Nadam,funnel
87,05/28/21-233547,05/28/21-233604,17.47166967,150,0.037942026,0.890046895,0.049353722,0.857812524,elu,24,0.3,16,1,sigmoid,logcosh,3.65,RMSprop,brick
88,05/28/21-233604,05/28/21-233623,19.04881573,150,0.025164831,0.934340775,0.054255962,0.858593762,relu,21,0.1,16,0,sigmoid,logcosh,4.55,Nadam,brick
89,05/28/21-233624,05/28/21-233700,36.35448766,150,0.028209729,0.920270979,0.051527403,0.854687512,relu,10,0.3,32,0,sigmoid,logcosh,3.65,Adam,funnel
90,05/28/21-233700,05/28/21-233720,19.31148815,150,0.040113095,0.993225634,0.722593546,0.8515625,relu,24,0,64,1,sigmoid,binary_crossentropy,1.4,Adam,funnel
91,05/28/21-233720,05/28/21-233738,18.58543444,150,0.287426084,0.896300137,0.435512245,0.853906274,relu,24,0.2,16,2,sigmoid,binary_crossentropy,2.75,RMSprop,funnel
92,05/28/21-233738,05/28/21-233756,17.44189835,150,0.037147336,0.897863448,0.050491281,0.858593762,elu,27,0.4,32,1,sigmoid,logcosh,3.65,Nadam,brick
93,05/28/21-233756,05/28/21-233824,28.01464653,150,0.051401533,0.824908793,0.051198542,0.853124976,elu,13,0.2,16,1,sigmoid,logcosh,3.65,RMSprop,funnel
94,05/28/21-233824,05/28/21-233854,30.06249547,150,0.160823539,0.936425209,0.428386867,0.857031226,relu,13,0.2,32,0,sigmoid,binary_crossentropy,2.3,Adam,brick
95,05/28/21-233855,05/28/21-234028,93.42334151,150,0.233415484,0.932256401,0.594162464,0.857031226,relu,4,0.3,64,2,sigmoid,binary_crossentropy,0.95,RMSprop,brick
96,05/28/21-234028,05/28/21-234046,17.33983707,150,0.030449927,0.922355413,0.053038679,0.846875012,elu,24,0.3,32,0,sigmoid,logcosh,1.85,Nadam,brick
97,05/28/21-234046,05/28/21-234139,52.95797205,150,0.013347938,0.967170417,0.056582462,0.853906274,elu,7,0,16,1,sigmoid,logcosh,1.4,Adam,brick
98,05/28/21-234139,05/28/21-234209,30.00581026,150,0.433075309,0.806149066,0.383632034,0.858593762,relu,13,0.2,8,1,sigmoid,binary_crossentropy,1.4,Nadam,funnel
99,05/28/21-234209,05/28/21-234229,20.10936689,150,0.019415606,0.993746758,1.150261641,0.842968762,relu,24,0,64,2,sigmoid,binary_crossentropy,2.75,Adam,funnel
100,05/28/21-234229,05/28/21-234401,91.2020781,150,0.065258145,0.764981747,0.05353073,0.834375024,relu,4,0.3,16,2,sigmoid,logcosh,3.2,Nadam,funnel
101,05/28/21-234401,05/28/21-234420,19.09861875,150,0.019344592,0.951537252,0.062576093,0.84375,elu,24,0,8,2,sigmoid,logcosh,2.3,Nadam,brick
102,05/28/21-234420,05/28/21-234514,53.95699525,150,0.053873215,0.853569567,0.058258254,0.84375,relu,7,0.4,8,2,sigmoid,logcosh,1.4,Nadam,brick
103,05/28/21-234514,05/28/21-234534,19.78123069,150,0.162824273,0.939030767,0.3850393,0.850000024,relu,21,0,16,0,sigmoid,binary_crossentropy,0.5,Nadam,funnel
104,05/28/21-234534,05/28/21-234559,24.87012053,150,0.347173482,0.868160486,0.384308964,0.856249988,relu,16,0.1,4,2,sigmoid,binary_crossentropy,2.3,RMSprop,funnel
105,05/28/21-234559,05/28/21-234618,18.51070619,150,0.314323634,0.832204282,0.369697869,0.854687512,relu,24,0.2,16,2,sigmoid,binary_crossentropy,1.4,RMSprop,funnel
106,05/28/21-234618,05/28/21-234642,24.2177403,150,0.001666549,1,1.229052544,0.842968762,relu,16,0,64,0,sigmoid,binary_crossentropy,4.1,Nadam,funnel
107,05/28/21-234643,05/28/21-234932,169.4452436,150,0.180998951,0.941115141,0.836354554,0.834375024,relu,2,0,16,1,sigmoid,binary_crossentropy,0.5,RMSprop,brick
108,05/28/21-234932,05/28/21-235057,84.66841745,150,0.060374904,0.803543508,0.063590318,0.821093738,relu,4,0.2,8,2,sigmoid,logcosh,1.4,RMSprop,funnel
109,05/28/21-235057,05/28/21-235125,28.41261125,150,0.014890777,0.963522673,0.059924025,0.849218726,relu,13,0,16,0,sigmoid,logcosh,3.65,Nadam,brick
110,05/28/21-235126,05/28/21-235221,55.45644975,150,0.217471913,0.919749856,0.412088931,0.848437488,elu,7,0,4,2,sigmoid,binary_crossentropy,1.4,Nadam,brick
111,05/28/21-235221,05/28/21-235239,17.92872357,150,0.028082591,0.925482035,0.052712031,0.857812524,relu,27,0.3,32,2,sigmoid,logcosh,1.4,Adam,brick
112,05/28/21-235240,05/28/21-235300,20.096632,150,0.083364703,0.738405407,0.062943615,0.839062512,relu,21,0.4,32,1,sigmoid,logcosh,3.65,Nadam,funnel
113,05/28/21-235300,05/28/21-235429,89.36419272,150,0.016336896,0.959874928,0.058454782,0.856249988,relu,4,0,16,2,sigmoid,logcosh,1.85,Adam,funnel
114,05/28/21-235429,05/28/21-235453,23.2211585,150,0.180160657,0.928608656,0.410080999,0.850781262,elu,18,0.2,64,0,sigmoid,binary_crossentropy,3.2,Adam,brick
115,05/28/21-235453,05/28/21-235511,17.97751999,150,0.237619266,0.889004707,0.437579066,0.849218726,relu,27,0.4,32,1,sigmoid,binary_crossentropy,4.1,Nadam,brick
116,05/28/21-235511,05/28/21-235536,25.22363734,150,0.084100641,0.96456486,0.611035824,0.857031226,relu,21,0.2,64,2,sigmoid,binary_crossentropy,0.95,Nadam,brick
117,05/28/21-235536,05/28/21-235703,86.75139737,150,0.188299909,0.919228792,0.431750864,0.846093774,elu,4,0.1,16,0,sigmoid,binary_crossentropy,1.4,Nadam,funnel
118,05/28/21-235703,05/28/21-235740,36.28024173,150,0.030832471,0.917665422,0.056520291,0.849218726,elu,10,0,4,2,sigmoid,logcosh,4.55,RMSprop,brick
119,05/28/21-235740,05/28/21-235757,17.18260217,150,0.028480154,0.923918724,0.0489887,0.856249988,relu,24,0,8,0,sigmoid,logcosh,0.5,Nadam,brick
120,05/28/21-235757,05/28/21-235822,24.26952004,150,0.022339499,0.944241822,0.05812801,0.842187524,relu,18,0.1,16,2,sigmoid,logcosh,0.95,Adam,brick
121,05/28/21-235822,05/28/21-235838,16.7363143,150,0.063334994,0.785304844,0.049375691,0.854687512,elu,27,0.3,8,1,sigmoid,logcosh,4.1,Nadam,funnel
122,05/28/21-235839,05/28/21-235907,28.25484681,150,0.041869789,0.876498163,0.056014102,0.827343762,relu,13,0.3,8,1,sigmoid,logcosh,2.75,Adam,brick
123,05/28/21-235907,05/28/21-235935,27.77053094,150,0.038332868,0.892652452,0.05152145,0.850781262,elu,13,0.2,8,0,sigmoid,logcosh,1.85,Nadam,brick
124,05/28/21-235935,05/29/21-000104,89.10898519,150,0.271237224,0.895779073,0.472297758,0.850781262,elu,4,0.1,8,2,sigmoid,binary_crossentropy,4.1,RMSprop,brick
125,05/29/21-000104,05/29/21-000132,27.88571882,150,0.033185583,0.906722248,0.047404103,0.857812524,elu,13,0.4,64,0,sigmoid,logcosh,1.4,RMSprop,brick
126,05/29/21-000132,05/29/21-000200,27.53804183,150,0.140195951,0.929129779,0.585416853,0.84765625,relu,16,0.1,64,2,sigmoid,binary_crossentropy,2.75,Nadam,funnel
127,05/29/21-000200,05/29/21-000237,36.42185688,150,0.020252174,0.945284009,0.057410233,0.841406226,relu,10,0.1,16,0,sigmoid,logcosh,4.1,Adam,brick
128,05/29/21-000237,05/29/21-000315,38.63668323,150,0.429768443,0.824387729,0.462768972,0.848437488,relu,10,0.4,32,2,sigmoid,binary_crossentropy,4.55,RMSprop,funnel
129,05/29/21-000316,05/29/21-000346,30.30176091,150,0.217558712,0.90568006,0.470352173,0.83984375,elu,16,0.3,64,2,sigmoid,binary_crossentropy,4.1,Adam,brick
130,05/29/21-000346,05/29/21-000409,22.9091537,150,0.221670732,0.906722248,0.370429277,0.845312476,elu,21,0.1,32,2,sigmoid,binary_crossentropy,0.5,Adam,brick
131,05/29/21-000409,05/29/21-000434,24.44191146,150,0.020318937,0.950495064,0.05501207,0.848437488,relu,16,0.3,64,0,sigmoid,logcosh,1.4,Nadam,brick
132,05/29/21-000434,05/29/21-000450,16.2963779,150,0.033897545,0.902032316,0.051360052,0.846875012,elu,27,0.4,32,0,sigmoid,logcosh,2.3,Nadam,funnel
133,05/29/21-000450,05/29/21-000509,18.30570173,150,0.012158526,0.972381473,0.063645385,0.840624988,elu,24,0,32,1,sigmoid,logcosh,2.3,Nadam,brick
134,05/29/21-000509,05/29/21-000532,23.28618431,150,0.239473149,0.906201124,0.346903235,0.859375,elu,16,0.4,32,0,sigmoid,binary_crossentropy,4.55,RMSprop,funnel
135,05/29/21-000532,05/29/21-000559,26.36471248,150,0.084982045,0.804064632,0.101666614,0.765625,elu,16,0.3,64,1,sigmoid,logcosh,4.55,Nadam,brick
136,05/29/21-000559,05/29/21-000653,54.13325953,150,0.179546952,0.945805132,0.890421212,0.850000024,elu,7,0.2,64,1,sigmoid,binary_crossentropy,4.55,RMSprop,brick
137,05/29/21-000653,05/29/21-000824,91.14006329,150,0.231161863,0.884835839,0.630354703,0.833593726,elu,4,0.1,32,1,sigmoid,binary_crossentropy,4.55,Adam,funnel
138,05/29/21-000825,05/29/21-000903,38.74022126,150,0.258440733,0.871808231,0.385640204,0.846875012,elu,10,0.1,32,1,sigmoid,binary_crossentropy,1.4,Adam,funnel
139,05/29/21-000904,05/29/21-000944,40.18065691,150,0.074312545,0.775403857,0.076895349,0.817187488,elu,10,0.4,64,2,sigmoid,logcosh,1.85,Nadam,funnel
140,05/29/21-000944,05/29/21-001014,30.13424659,150,0.24891749,0.886920273,0.383819014,0.852343738,elu,13,0.1,16,1,sigmoid,binary_crossentropy,1.4,Nadam,funnel
141,05/29/21-001014,05/29/21-001040,25.29634953,150,0.157181814,0.940072954,0.478711307,0.852343738,relu,16,0,8,1,sigmoid,binary_crossentropy,1.4,Nadam,brick
142,05/29/21-001040,05/29/21-001058,18.00538754,150,0.209638268,0.906722248,0.441014528,0.84765625,elu,27,0,4,2,sigmoid,binary_crossentropy,4.55,Nadam,brick
143,05/29/21-001058,05/29/21-001127,28.54442048,150,0.294040501,0.872850418,0.347364128,0.84765625,elu,13,0.3,8,0,sigmoid,binary_crossentropy,2.3,Adam,brick
144,05/29/21-001127,05/29/21-001414,167.4432487,150,0.220003307,0.914017737,0.420671761,0.859375,relu,2,0.1,8,1,sigmoid,binary_crossentropy,2.3,Adam,brick
145,05/29/21-001414,05/29/21-001438,23.64501357,150,0.072939105,0.981240213,0.841208577,0.842968762,elu,18,0,32,1,sigmoid,binary_crossentropy,2.3,Nadam,funnel
146,05/29/21-001438,05/29/21-001456,18.10685802,150,0.046035387,0.860343933,0.048646435,0.85546875,elu,21,0.4,8,0,sigmoid,logcosh,4.55,RMSprop,brick
147,05/29/21-001457,05/29/21-001513,16.25340772,150,0.039270625,0.886920273,0.047855686,0.860937476,elu,27,0.4,16,0,sigmoid,logcosh,2.75,Adam,funnel
148,05/29/21-001513,05/29/21-001635,81.79244661,150,0.041901208,0.881709218,0.051219791,0.857031226,relu,4,0.3,8,1,sigmoid,logcosh,2.75,Adam,brick
149,05/29/21-001635,05/29/21-001803,88.12297797,150,0.044549406,0.884314776,0.060956977,0.846093774,elu,4,0.4,32,2,sigmoid,logcosh,3.65,RMSprop,brick
150,05/29/21-001803,05/29/21-001827,23.30127716,150,0.262313813,0.893694639,0.337950736,0.865625024,elu,16,0.3,16,0,sigmoid,binary_crossentropy,3.2,RMSprop,funnel
151,05/29/21-001827,05/29/21-001845,17.69236183,150,0.049646843,0.860865057,0.055496432,0.835156262,elu,24,0.3,4,2,sigmoid,logcosh,4.1,Adam,brick
152,05/29/21-001845,05/29/21-001902,17.43260956,150,0.193233565,0.906722248,0.472291172,0.8515625,relu,27,0.1,32,2,sigmoid,binary_crossentropy,4.1,RMSprop,funnel
153,05/29/21-001902,05/29/21-001920,17.71970105,150,0.037778404,0.890568018,0.048550703,0.860156238,elu,24,0.1,4,1,sigmoid,logcosh,4.1,Nadam,brick
